,text,abuse
6142,RT @RetsofNevets: @HackneyAbbott The easy answer is don’t be a criminal. But that would be hard to enforce when your own Son is one wouldn’t it ?,1
6765,"@jessphillips Ooohhhhhh. Bet they are quaking in their boots.

Anyone would think you were not even good enough to get a place in the shadow cabinet..... imagine being 2nd best to Lammy, Miliband and Rayner.

@JuliaHB1 @KTHopkins @NickFerrariLBC @afneil @Nigel_Farage @MartinDaubney",1
3166,"@Mediawatcher201 @NazShahBfd @SayeedaWarsi Yes.
It doesn’t matter whether Tory or liebour
All 73,sects will stand on same side of line against kafirs/infidels 
People must wake up from deep slumber",1
1549,@HaramHussy @K3V147 @patel4witham @BorisJohnson As for Priti she was at Rupert Murdoch's wedding along with  Bill Wyman who had sex with a 14yr old! https://t.co/GWcpln0wf9    https://t.co/yEKWnK6eII Birds of a feather? #GenieEnergy #Israel #BroadmoorHospital #Cocaine https://t.co/hei9jbgDZf,1
6847,@jessphillips Oh shut up,1
5288,"@MaureenDalby I genuinely think that @HackneyAbbott isn't well, and we should back off,the damage has been done.",1
4433,@LoyalDefender2K @jeremycorbyn you’ve no chance of Boris replying to you. Why should he demean himself. You’re nobody now. Get over it. Isn’t @HackneyAbbott keeping a warm place for you anymore?,1
4861,RT @Puffer721: Please if there is a God he will give us @HackneyAbbott just for the banter #thickasshit https://t.co/PLC16rix2z,1
561,"@KTHopkins @patel4witham No change then, the guilty muslims must be protected at all costs. Why bother with a review then?",1
5731,@ChesterJones80 @HackneyAbbott She won't answer that - the numbers involved are far too difficult for her to work out.,1
9086,@LaylaMoran Your divisive statements are destroying our lives. About time you stood down and got out of the house. You are playing a dangerous game here. The people will loose lives with this stupid negativity,1
477,"@KTHopkins @patel4witham It is in the interest of the public. If it was white or black grooming gangs. They would be dragged over hot coals, like they should be. One rule for one. Another rule for them",1
5836,"RT @Frank762cal: If @UKLabour want to change?

@jeremycorbyn
@DavidLammy
@HackneyAbbott
@johnmcdonnellMP
@EmilyThornberry
@jessphillips
@NazShahBfd 👈 especially 

Start with getting rid of these #Clowns as well as @PeoplesMomentum the far left hate group! I'd also keep away from @OwenJones84 🤡 https://t.co/3tDpBxQxCJ",1
9861,"@CCleePolitical @LaylaMoran @Keir_Starmer Yep. Imagine the cooky and fairly likeable Layla will hoover up plenty of disillusioned left voters.  But labour don’t mind because they don’t want those members, just their votes.",1
6048,"@SheilaMarieF @HackneyAbbott Easy, wonky glasses and odd shoes both resign.",1
6807,"RT @Ali_Haylock: @jessphillips Instead of screaming like a hysterical schoolgirl, propose a workable solution then.",1
1845,"Neither @NickFerrariLBC nor @patel4witham would be in the UK had the new immigration rules been in force in decades past. What a missed opportunity that was.

https://t.co/5YY8sM4l7D",1
703,Nasty @patel4witham and #LiarJohnson don’t care. https://t.co/Jgy6TpMZja,1
3178,@SayeedaWarsi @hassan_akkad Attention seeking  lefty,1
6513,@JuliaHB1 @jessphillips Ah Jess go and get a wash ffs,1
4994,"@LBC @sajidjavid Let’s ask @HackneyAbbott what 100% means. Might not get the right answer, but my god, (if I’m still allowed to say that) it should be entertaining",1
5430,"You think oh no @HackneyAbbott has gone from the shadow cabinet no more ridiculous comments and thoughtless outbursts from senior Labour figures...

@AngelaRayner hold my beer 🍺

The new reason not to vote for Labour, who would let someone with her aptitude anywhere near govt 🙈",1
1224,@CarolineVoaden @patel4witham What if other countries stop ur mnc's in their own countries whats if india stop sending IT ppl to ur country,1
8934,"@YourePerfidy @LaylaMoran Was that first part was the only part you paid attention to.
There in lies your problem.
I bet you're polite to people in public, but the moment you get to be scornful without fear of accountability, your veil lifts and we get to see your retched reality.",1
9733,@LaylaMoran @LibDems What the hell is Europe day? Seems that you are more interested in a foreign power than your supposed own country,1
8728,@LaylaMoran @cyclingkev @NEUnion Social distancing in your case is really easy juat stay in your cupboard,1
1224,@CarolineVoaden @patel4witham What if other countries stop ur mnc's in their own countries whats if india stop sending IT ppl to ur country,1
5523,"@daniel_leave Is that @HackneyAbbott? 
Only I can't see her shoes.
TBH Neither can she.",1
9361,@Accompanistcd @LaylaMoran Best you stay indoors love - you are too stupid to go out 😎💋,1
9187,@LaylaMoran @Keir_Starmer LOL it ain’t happening suck it up dear 👍👍 https://t.co/AD04oVE4fG,1
4449,@BBCSnooker @KyrenWilson is for #snooker what @HackneyAbbott is to politics. Totally unappealing and doing nothing to attract people to this brilliant game,1
8728,@LaylaMoran @cyclingkev @NEUnion Social distancing in your case is really easy juat stay in your cupboard,1
2883,"Your people @AyoCaesar @SayeedaWarsi @SadiqKhan 

#diversityinnitbrut https://t.co/SBQ8cGfxzt",1
1136,@patel4witham Pandering to all the racists who voted for you,1
309,"RT @jneill: .@MartinRowson skewers @patel4witham
👏👏👏👏

""We're so Priti...
...oh so Priti...
...we're vaaaaacant...
And we don't care!"" https://t.co/0HlrgQwBh7",1
1304,"@patel4witham Patel, I don't understand how you can call yourself a human being with that brick you carry in your heart. https://t.co/HHu56qKXsw",1
465,"@gildeddevil @KTHopkins @patel4witham It’s muslims or their appeasers ....
It’s an instant block",1
1767,@CarolineVoaden @patel4witham These questions are tiresome trying to smooth over the cracks of the Uk society today... In other words your superficial darling 😘,1
6929,"@wesstreeting @jessphillips Shut up, wes, you little fool x",1
7154,"@jessphillips You’re done being constructive? That will help women. Time to start mouthing off, lessen your chances of changing things and make it all about yourself again presumably.",1
1133,@BorisJohnson @patel4witham This is an absolute disgrace 🤬🤬🤬Jihadists could be released in just DAYS as Lords block Boris’ new terror plans https://t.co/hx3G0WKfyE,1
3329,@NazShahBfd @SayeedaWarsi @pritipatel @BorisJohnson @bbclaurak @KayBurley please comment on this. Poor baby decapitated by a Muslim. Please don’t tell me it’s mental health. Cold and calculated. https://t.co/GgSn4JKcpN,1
5032,"@ClaireActually @SkyNews @HackneyAbbott Considering her son has multiple charges being brought against him she most likely would to be fair, shes batshit crazy",1
3369,"@NazShahBfd @SayeedaWarsi As you both fast, think of this little girl. Beheaded by your Somali Mudlim sister. I am never going to shut up for the sake of diversity. https://t.co/ZDhCvnsQky",1
6118,"RT @REnlightenment: Thing is, when @patel4witham makes a simple mistake with numbers, that's her at her worst. When @HackneyAbbott makes a simple mistake with numbers, that's her at her best 🤣",1
87,"RT @Smileygirl19681: Dozens Of Jihadists Could Be Released Within Days As Lords BLOCK Boris’s New Terror Plan

So National Safety could be put at risk because of these over paid geriatric ponces!
😡😡😡

@BorisJohnson @patel4witham #HOL 

https://t.co/0z4jGcmdyy",1
4150,"@SayeedaWarsi Not even remotely the same, and you damn well know that. 

One is a dark ages veil of subordination to their male ‘superiors,’ and the other is necessary for public safety. 

Oddly enough, the veil of oppression is also is a known risk to public safety. 

Funny that, eh?",1
6492,"@jessphillips What! You have never been nice, common yep! 🇬🇧🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿",1
5797,@SkyNews @HackneyAbbott They lost because of muppets like you in the party ... with sons in and out of prison and breaking the law ....,1
150,"@HuwMerriman @patel4witham why am i not surprised, you would defend anyone to help your silly little career!",1
7104,"@jessphillips Jess ""Me Me Me"" Phillips banging on as per usual, trying to get her self noticed",1
5588,RT @charles66776372: @HackneyAbbott White people made Britain great and you should remember that!,1
9142,"@LaylaMoran @adamboultonSKY @Keir_Starmer Do you still not get the message even after @michaelgove's slam dunk to your ridiculousness last week?

How's the fasting going?",1
433,"RT @Vishaal1610: @KTHopkins @patel4witham You wish but am sure it won't happen, they have a whole religion to protect so will be kept a secret and let kids suffer like they have in the past..",1
486,"@Corky_Brexit @zombie_nun @BorisJohnson @patel4witham ...has pressed the issue of grooming gangs for some time, and was sacked from Labour leader Jeremy Corbyn’s shadow government for daring to say that “Britain has a problem with British Pakistani men raping and exploiting white girls.”",1
2786,@harrys @free_thinker @StopFundingHate @cfmmuk @newslaundry @TellMamaUK @SayeedaWarsi It tells u how Islamism is deep rooted. We need strong religious institutions to push back this evil ideology. If people are really concerned about hate 1st thing they should ban is Quran. Halal is discriminatiory &amp; there isn't any wrong about this article.,1
9593,@LaylaMoran @cyclingkev @NEUnion Zip it .. dictator Layla,1
9765,"@LaylaMoran @LibDems So when are you going to stop abortions,last time I checked saving lives includes Babies!?",1
8520,@LaylaMoran We don’t need you running commentary,1
243,"I think @patel4witham is one spice short of a curry. There, I’ve put it out there. https://t.co/30KNwt5fy3",1
296,"RT @KTHopkins: Don’t you just love it when flaccid men in beige spout off about strong women who are at the top of their game. 

@patel4witham is terrific. 

If you are still subscribing to @thetimes do ask yourself why. https://t.co/cPwH4CLCEt",1
3368,"@ImaanLGBTQ @monaeltahawy @TellMamaUK @AmnestyUK_LGBTI @lgbtfriend @OutRightIntl @free_equal @switchboardLGBT @NUS_LGBT @SayeedaWarsi @gaystheword Whoever recognizes the actions of a disbeliever Lot (gay)🤮😷 is not Muslim and is not welcome 

Hell awaits you",1
3201,"RT @nriview1: @BritIndianVoice @Keir_Starmer 
@BorisJohnson 
@lisanandy 
@SayeedaWarsi 
Keir, the sharp human rights champion.  Are you going call for an urgent debate on Pak Islamist pedophilia? Or your usual style, get your head down under the table like you did with anti Semitism?",1
4791,"@HackneyAbbott Wow Abbotts back, after her long trek around the army bases of the UK, looking for a General Election.",1
534,RT @PaulAllenSK1: @thetimes Let's hope @patel4witham uses her new passport to travel somewhere far away (to see her friends in Israel perhaps) and stays there.,1
7387,"@jessphillips People criticise your spelling, but you have been having trouble counting lately ;-p",1
7604,@jessphillips Hi jess. I agree. Similar to your neighbouring MP. I can’t seem to find your angry tweets asking for him to be banned or sacked. Have you deleted them?,1
5969,"RT @dangrains: @OurParliamentUk @owltan74 @piersmorgan @HackneyAbbott @jeremycorbyn Diane was up early putting on her shoes 
Must of really taken it out of her.",1
3261,"your people @AyoCaesar @SayeedaWarsi @SadiqKhan 

#diversity innit bruv 

part and parcel https://t.co/ylxY7KhcL7",1
5732,What a muppet! A true comedy of errors! @HackneyAbbott https://t.co/xqoZOpd8wH,1
6088,@HackneyAbbott @Keir_Starmer The sooner this Labour mob dies forever the better. You don't deserve to be in Politics.,1
4588,"@laura_jackson79 @73Stephanos @HackneyAbbott If we are getting picky then please get spell check and grammarly. A female is a female, I'm a scientist so please dont try ideologies and theories on me, the science is binary.  And I'm not naturally like it, only when I see sarcasm at the message end.",1
3368,"@ImaanLGBTQ @monaeltahawy @TellMamaUK @AmnestyUK_LGBTI @lgbtfriend @OutRightIntl @free_equal @switchboardLGBT @NUS_LGBT @SayeedaWarsi @gaystheword Whoever recognizes the actions of a disbeliever Lot (gay)🤮😷 is not Muslim and is not welcome 

Hell awaits you",1
4721,"Labour MPs were never much good at arithmetic. Oddly, even BBC1 &amp; C4 have failed to come up with footage of streets choked with corpses. Does @HackneyAbbott have competition? https://t.co/CcSXI1gRoj",1
5101,"@HackneyAbbott What you mean like the labour party failed the child victims of the Muslim child rape and sex trafficking gangs did. Instructing police not to investigate the victims complaints for the ""sake of diversity"". Where's you condemnation of how the brown led Labour Party failed 1000's",1
5662,@HackneyAbbott @Keir_Starmer @UKLabour She should be kicked out.,1
4981,"@NellyPhant @HackneyAbbott You don't seem to know the young man was hospitalized for severe mental illness. 
Or maybe you are just deeply unpleasant",1
1829,"@VeeCee30 Don't even have to prove she's broken the law. Home Sec can revoke citizenship whenever he/she feels like it based on 'secret evidence' which, by its nature, is impossible to challenge. And in case of @patel4witham there's enough overt evidence she's just a v. nasty piece of work",1
7480,"@jessphillips She's fit &amp; very competent 

Best combo going",1
5883,@AndrewDawes71 Anyone who voted for @HackneyAbbott needs a mental health check,1
4929,"@HackneyAbbott @BellRibeiroAddy Apart from your vile racism, I'm sorry you're leaving as I will miss your unintentional gaffes. Have a going away present. https://t.co/5vaY5CLhmn",1
1852,"@mosheholt @WelshBrexit @patel4witham It's about time we had some leaders with some (figuratively) balls!

I won't forgive them for this green nonsense, but that's an issue for another day.",1
3553,@MarkStevenBlurb @SayeedaWarsi @Conservatives 💩🤖,1
560,"@GortTheAvenger @BorisJohnson @patel4witham this is where UK is going if we keep letting in pakistani muslims (the very group that make up nearly all members of the rampant kid-raping gangs, by the way) and letting them block-vote the likes of Khanage in.",1
4121,"@SayeedaWarsi For temporary health reasons, not extreme misogyny mandated by a barbaric belief system for 1400 years.",1
150,"@HuwMerriman @patel4witham why am i not surprised, you would defend anyone to help your silly little career!",1
6151,RT @badtastemama: @HackneyAbbott Hip! Hip!..... (Makes up for the thousands of girls groomed over 40 Yrs! by Pakistanis!!!) https://t.co/MUT8Rd7fgJ,1
9969,@LibDems @LaylaMoran Oh shut up about Brexit. Is that all your broken computer program brain can spout about.,1
3291,"@_Mo0hamad @whitford747 @MuslimCouncil @SayeedaWarsi @Keir_Starmer @pritipatel @NazShahBfd Peace and goodwill to all the LGBT community, animal slaughter, girls, non-muslims...yeah right",1
8682,"@LaylaMoran Oh shut up ....... with your utter nonsense 
...",1
4813,@labourpress @HackneyAbbott Thank god you lot got nowhere near to power.,1
4791,"@HackneyAbbott Wow Abbotts back, after her long trek around the army bases of the UK, looking for a General Election.",1
6849,@JuliaHB1 @jessphillips Jess is just screaming cos she’s not had attention for 30secs. Ignore her,1
9760,@LaylaMoran Can you therefore recognise OUR country the one you have chosen to live in and our cultures???,1
7188,@jessphillips Why? Was abacus Abbott your maths teacher?..,1
9495,@LaylaMoran The whole country was underwhelmed with you. This partisan subversive behaviour will not serve you well but you are too stupid to see that. Carry on.,1
1824,"RT @PhilipCJames: While @Patel4Witham is throwing her toys out of the pram faced by a Permanent Secretary who respects the rule of law and refuses to deport British nationals in contempt of court, The Times reports she's let in Chilean burglars the US and even Italy have deported

#Newsnight #LBC https://t.co/x5EI5LjasY",1
5321,@McDavid2020 @littlefishblues @madstockbro @HackneyAbbott Your family have been threatened by Corbynites? Any proof of that? Did you report it to the police?,1
445,"@KTHopkins @patel4witham I think they mean ""not in the Pakistani interest""... 🤔",1
6159,@HackneyAbbott @BorisJohnson Ffs You of all people can’t talk about “phoney figures”!,1
5527,@SkyNews @HackneyAbbott She wants Joe public to come last again.  Shame we can’t deport her,1
4695,"@HackneyAbbott That's pretty good Diane, can you let me know who wrote it for you as I might have some work for them, thanks in advance",1
4433,@LoyalDefender2K @jeremycorbyn you’ve no chance of Boris replying to you. Why should he demean himself. You’re nobody now. Get over it. Isn’t @HackneyAbbott keeping a warm place for you anymore?,1
647,@Sharonavraham @mishtal @patel4witham Exactly. There is misogyny in society but Patel is nasty - nothing to do with her gender or even her party.,1
7072,@jessphillips Could be thinking and talking too much!,1
4898,@GinWibble @HackneyAbbott @Conservatives Bigot,1
4652,What a #useless #hypocrite @HackneyAbbott https://t.co/U6tWOYJoRR,1
1848,"Bullies have unresolved issues- shame, self loathing, lack of love and affection and they’re drawn to attacking people that they feel have something good they need to consume to make themselves feel better, they’re not suitable bosses. @patel4witham  https://t.co/FzLQ9AYZSq",1
5732,What a muppet! A true comedy of errors! @HackneyAbbott https://t.co/xqoZOpd8wH,1
632,@SkyNews Makes sense Boris hiring an Indian @patel4witham to get rid of people who wasn’t born in the #UK she’s just doing as she’s told guys otherwise her grandparents get it.  Boris is the boss 👍🏽,1
5982,That’s probably what your mates were thinking when you showed them naked pictures of @HackneyAbbott 😂😂😂🤮🤮🤮👇👇👇 https://t.co/sKLquvbBwp,1
1005,"Coz they are muslim 
@patel4witham https://t.co/WqGOKM4H3v",1
7983,@stevejon38 @jessphillips I think @jessphillips hasn't said anything constructive for the last 5 years.,1
754,When's the next deportation flight @BorisJohnson and @patel4witham? You'll need two seats for these scumbags. https://t.co/pp7ez72TDn,1
4714,@geeooorgh @sleckitty @HackneyAbbott your the bright spark go figure shit head lol,1
7604,@jessphillips Hi jess. I agree. Similar to your neighbouring MP. I can’t seem to find your angry tweets asking for him to be banned or sacked. Have you deleted them?,1
6101,"RT @Reniour: @HackneyAbbott @MayaGoodfellow I'm afraid as usual you're behind the curve, #MeghanMarkle attempt to introduce American style #racecard failed https://t.co/rYkmrGVmgw",1
5996,"RT @REGENTmanADB: @HackneyAbbott  Have you ever/NEVER  considered the maths of that situation,that MORE of them Ethnic groups are doin it FAR MORE than WHITE PEOPLE (even with your grasp of sums), Diane ? https://t.co/Q7zix9y3da",1
5493,RT @rational_sane: @GlenSannox1940 What? @HackneyAbbott has a son who assaults the police and doctors and also exposes himself? #shocked,1
4929,"@HackneyAbbott @BellRibeiroAddy Apart from your vile racism, I'm sorry you're leaving as I will miss your unintentional gaffes. Have a going away present. https://t.co/5vaY5CLhmn",1
255,"Hates @patel4witham, but would have the racist, idiotic, arithmaphobic Diane Abbott as Home sec.

Yeah okay, I see you've thought this through. https://t.co/1KDXuE9SOY",1
5558,"RT @RaymondBickers: @Exp13Sa @teresadg0 @Paulus48137684 @HackneyAbbott It’s because she is a hypocrite , can’t count,a racist , has a son that bites and exposes himself , etc,. Hope that clears that up , the fact that she is black has nothing to do with anything ,she could be white and be all the things I have listed and I would say the same thing!",1
7387,"@jessphillips People criticise your spelling, but you have been having trouble counting lately ;-p",1
7212,@rammyrascal @edbcfc @jessphillips You have a very rosy view of prostitution.  Is it a job you've ever done?,1
4826,"RT @proudbrexiteer1: When people like @DavidLammy @HackneyAbbott @stormzy say Britain is racist, TAKE NO NOTICE, if it was racist why does everyone want to come here? The three clowns above, make money off playing the victims.",1
5635,RT @rbonurelli: @DannyShawBBC @BBCr4today @HackneyAbbott @patel4witham This from a woman who can't get dressed in the morning and whose son is up on 11 counts of assault and racial abuse incidents against nhs staff. WTAF,1
4981,"@NellyPhant @HackneyAbbott You don't seem to know the young man was hospitalized for severe mental illness. 
Or maybe you are just deeply unpleasant",1
8581,@LaylaMoran Oh do shut up with you running commentary. You have NOTHING to offer. No one votes for you. Take the hint and shut up.,1
3243,your people @AyoCaesar @SayeedaWarsi @SadiqKhan ? https://t.co/wvRo0uIMsY,1
561,"@KTHopkins @patel4witham No change then, the guilty muslims must be protected at all costs. Why bother with a review then?",1
3920,"@Voice_For_India @NareshJ26 @SayeedaWarsi 
@Keir_Starmer 
@lisanandy 
@mikepompeo
@BorisJohnson
@CommissionerHR
Keir, you are very quiet on jihadi racism/ discrimination. The islamofascist Pakistan is discriminating against minorities. Your silence says that islamfascst prejudices are now Labour mainstream.",1
8503,@LaylaMoran Do shut up. Believe me you are really doing your self no good here. We see through this childish nitpicking.,1
3368,"@ImaanLGBTQ @monaeltahawy @TellMamaUK @AmnestyUK_LGBTI @lgbtfriend @OutRightIntl @free_equal @switchboardLGBT @NUS_LGBT @SayeedaWarsi @gaystheword Whoever recognizes the actions of a disbeliever Lot (gay)🤮😷 is not Muslim and is not welcome 

Hell awaits you",1
3171,"@Mediawatcher201 @NazShahBfd @SayeedaWarsi Part of Ramadan Bombathon...
Is it a honour killing?
A mistaken identity?
Or pure Muslim sectarian conflict..
Don’t expect any answer from Sayeeda or Naz",1
6499,@jessphillips You didn’t get an invite huh? #bitter 🤔,1
207,"RT @vaughanie69: @PeterStefanovi2 Step back a bit. The fact law breaking, liar @patel4witham is our Home Secretary should be of grave concern to everyone. An utter disgrace, she should not be anywhere near government, let alone occupy one of the top 4 ministerial posts.",1
8943,@mfoz1707 @LaylaMoran Really brainwashed and programmed are the same?  🤣🤣 guess you’re thoughts are off too.,1
208,"RT @Ianblackford_MP: Can someone, anyone, please tell me what qualifies @patel4witham to be Home Secretary of the UK. Government is not supposed to be a parody of itself, particularly when these matters are so important. She was sacked by @theresa_may for good reason. https://t.co/Bji6yEuWUl",1
3250,@ThaneRoger @talkRADIO @iancollinsuk @SayeedaWarsi It’s disgusting that you are defending men who have raped children. Shame on you!,1
10237,@LaylaMoran Zip it miss dictator Layla,1
10211,"@LaylaMoran ""My team"". Ho ho ho.",1
7145,@jessphillips She's a frikkin embarrassment to every kiwi.,1
5973,@busty01 @lynseybelle506 @HackneyAbbott She might have been bullied... but racially abused? Show some proof? Show an actual racist statement by the press?,1
7968,"RT @newjonnyberlin: #UKLabour 

Should @jessphillips be in the Shadow Cabinet 

Shadow Minister for #fishwives ??? https://t.co/yLYemHmEfr",1
8045,"@jenlloyd001 @siennamarla Thank God, no @jessphillips",1
6655,@jessphillips F cough...not the time for stupid accusations. Be quiet till you can add some sense.,1
445,"@KTHopkins @patel4witham I think they mean ""not in the Pakistani interest""... 🤔",1
3306,Morning @NazShahBfd @SayeedaWarsi Beautiful day. We will get the grooming gang report released. We will get justice through the courts for this poor baby. Beheaded by your Somali Muslim sister. Ramadan Kareem as they say up North https://t.co/vwe5tVqODZ,1
7585,@jessphillips Oh you can't count.,1
9500,"@acihaveavoice @Andrew_Steward9 @LaylaMoran @cyclingkev @NEUnion My god I feel for you. 
You clearly have no idea. 
Happy for you to come back to school, you clearly need some education. Guessing you wouldnt be brave enough to go into a school full of potential spreaders however, much easier to criticise others as being hysterical from afar.",1
5740,"That’s a pretty dumb thing to say, @HackneyAbbott  is not ‘ The Messiah’ she’s a very dim buffoon! 🤷‍♂️🇬🇧🔱🇬🇧 https://t.co/utkp0l6BEm",1
4237,@HackneyAbbott I would suggest economics isn't really your subject. Better to keep quiet and look a fool then open your mouth and prove it.,1
2063,"Does @patel4witham remind anyone else of the well off kid in your class who has the best of everything, but got real pleasure out of refusing to share anything? Sitting there , just enjoying the credit card goodies, embarrassing the rest. Mean girl on speed.",1
1532,"This made me actually laugh as @BorisJohnson dismantles our credibility, @patel4witham introduced ‘policies’ that will massively exacerbate our #CareCrisis, hit the #NHS, and many businesses particularly hard
Humour keeps us sane-ish when the ignorant lunatics destroy our country https://t.co/MtVQZ9QLVU",1
7607,@jessphillips @TrueblueDon Banned for shaggin a few brass 🤨 pull your neck in ffs,1
9388,"@HylianApologist @david55034076 @FazerFox @Glinner @Lycanthropology @AdrianHarrop @LaylaMoran @LibDems @LibDemDiversity @PinkNews @OwenJones84 @LGBTLabour @stonewalluk @PrideInLondon @guardian @PatrickStrud I guess, the same as any other man? The point is, now any man can use it as an excuse. Do you really not see the danger? Why do you think they are segregated in the first place? Have you seen the research on what it does to girls at school and so on?",1
4593,@OscarCharliEE @NadiaWhittomeMP @HackneyAbbott @BellRibeiroAddy @JanetDaby @DavidLammy @DawnButlerBrent @jeremycorbyn @theSNP @LibDems @CarolineLucas @Plaid_Cymru How many of the 50 actually came to the U.K. as children under 10 years of age? Probably only a few... the majority came here as adults and are actually more Jamaican than these disingenuous MPs are leading us to believe.,1
3429,@zen_mckenzie @PalestineAPPG @BorisJohnson @DominicRaab @SKinnock @SayeedaWarsi @KimJohnsonMP @Imran_HussainMP @hammersmithandy @TommySheppard You just hate Jews. Pure and simple.,1
7278,@jessphillips Selfish.,1
4755,"@NeverAmbiguity @razor_rabone @ChrisTJones1966 @Anniepop2027 @flukejameson @Bazza73617427 @andrewsibley15 @hepolytes @iichroma @camsta83 @ClaireLum @TomosBombadil @IWBAShitShow @TheRemoans @Jim_Cornelius @ComradePangloss @panmisthropist @Tony_Dalton4 @EMR89595749 @eveningperson @stevenaive @LeGoggle @TruthMattersToo @Femi_Sorry @ThePledge @BorisJohnson @simon_evansuk @HackneyAbbott Lol, fucking try me.

How's your vector calculus?",1
5956,"@scorpio36 @mikeplowman1961 @Eva61166023 @piersmorgan I follow @DavidLammy and @HackneyAbbott out of curiosity to see what shite they are going to come out with next and to remind myself to never, ever, vote Labour.

It may be that he follows Piers for similar reasons.",1
5637,@Tonynothappy1 @HackneyAbbott Stop swearing. It's not clever. To show your lack of intelligence so boldly embarrasses you.,1
2574,"@SBuschova @DPJHodges @SayeedaWarsi Warsi's a snake in the grass

https://t.co/tEfaVwdhqS",1
3647,"@JTedders92 @PalestineAPPG @BorisJohnson @DominicRaab @SKinnock @SayeedaWarsi @KimJohnsonMP @Imran_HussainMP @hammersmithandy @TommySheppard My issue is with those who shout loudly about Israel but remain silent about Russian taking Crimea, China’s aggression against Taiwan and Russian aiding atrocities in Syria. The ‘No Jews, no news’ mob. 
#StopPayToSlay",1
1974,"@MartinRowson @patel4witham Brilliant! Cruel and vitriolic. Sums her up. And, yes, this country will suffer.",1
9930,@LaylaMoran Never forget you are a man beater.,1
371,"@mosheholt @The_Evil_Barbie @patel4witham Priti is doing a great job and Inhave earmarked her for the next PM, hottest PM since Maggie!! 🥰",1
6623,"@jessphillips Jess will shout and mouth off, but doesn’t have a solution to the problem because it’s easier to just shout and blame anybody else than provide a workable solution. So @jessphillips put up or shut up",1
9699,"@LaylaMoran @Glostermeteor @LibDems No one gives a monkeys what any of you ""think"" Deal with it Get over it Move on #sighs",1
6663,@jessphillips When have you ever been nice!? 🙄,1
5588,RT @charles66776372: @HackneyAbbott White people made Britain great and you should remember that!,1
9969,@LibDems @LaylaMoran Oh shut up about Brexit. Is that all your broken computer program brain can spout about.,1
532,@AliCairns3 @GurjitBains @ajcdeane @patel4witham Better than funnelling DFID money into Islamist terrorists as has often happened... were I PM then DFID would be axed immediately.,1
4481,"@dearaunty @Sabrina_Huck 
@UKLabour
Until the labour party clean out the nasty rascists like @DavidLammy @HackneyAbbott  and understand that british patriotism is as valid as any other heritage pride, they are doomed. The british will not be brow beaten by filth like the loony lefties.",1
9645,"@HylianApologist @david55034076 @FazerFox @Glinner @Lycanthropology @AdrianHarrop @LaylaMoran @LibDems @LibDemDiversity @PinkNews @OwenJones84 @LGBTLabour @stonewalluk @PrideInLondon @guardian @PatrickStrud stress/fear and/or means they are unable to go about their business? And this is the best possible case. What about the fact that men will use this as an opportunity to attack women? So, having men in women’s spaces causes women stress/anxiety etc just by their presence, ...",1
6323,"@itvpeston @Peston @jessphillips What ""mistakes""? the people would very much appreciate @jessphillips @Keir_Starmer @JonAshworth being open and honest about their politicking attempts at point scoring all in the guise of ""holding to account"". This snowflake claptrap bleating is debilitating and sickening🤦‍♂️🤮",1
7145,@jessphillips She's a frikkin embarrassment to every kiwi.,1
6634,@jessphillips You've never been nice and constructive about anything in your life!,1
4895,"RT @Stockton_Boy: Slaves to to those holier than thou #Muslims, kept that quiet you lot. @jeremycorbyn @afuahirsch @DavidLammy @HackneyAbbott @NazShahBfd @AyoCaesar . #compensation #freedom ? https://t.co/VqG3t3UC8s",1
9178,@mfoz1707 @LaylaMoran Aww poor leftie 🤣🤣,1
1795,@patel4witham - can I come round and shout at you like you do to your staff?,1
7236,@Katiebolam1 @Paper_Champ_ @jessphillips Lazy cow! 🤣,1
5635,RT @rbonurelli: @DannyShawBBC @BBCr4today @HackneyAbbott @patel4witham This from a woman who can't get dressed in the morning and whose son is up on 11 counts of assault and racial abuse incidents against nhs staff. WTAF,1
6858,@jessphillips When are you ever nice?,1
3133,@SayeedaWarsi @MailOnline Fuck off no one is interested,1
955,"@KTHopkins @patel4witham Lets be honest @patel4witham (&amp; I'm a supporter of you) if the report isn't released then we all know what the report says. If it's not released then we know the epidemic was rife, police knew &amp; hid it &amp; politicians were complicit in covering it up &amp; they were Muslim rape gangs.",1
4433,@LoyalDefender2K @jeremycorbyn you’ve no chance of Boris replying to you. Why should he demean himself. You’re nobody now. Get over it. Isn’t @HackneyAbbott keeping a warm place for you anymore?,1
5797,@SkyNews @HackneyAbbott They lost because of muppets like you in the party ... with sons in and out of prison and breaking the law ....,1
6121,"RT @batrag57: @JuliaHB1 @2tweetaboutit @HackneyAbbott Suspend MPs if they face an investigation?
Someone remind this dickhead that we recently had a Labour MP sitting in the House of Commons, voting on OUR laws, while she was a convicted criminal and wearing a tag!",1
2771,"@AnthonyJ_48 @StopFundingHate @harrys @cfmmuk @newslaundry @TellMamaUK @SayeedaWarsi Halal is the worst and most inhuman form of cruelty edible creatures have seen from humans. Witnessed personally within slaughterhouses when I was in the food prep industry and that's why I switched. @peta 

@harrys your submission over what you can't control seemed odd.",1
