abuse,text_punct
1,Jog on W⚓👊🇬🇧
1,Keep fighting the good fight from your mud hut Sayeeda You got this
1,It tells u how Islamism is deep rooted We need strong religious institutions to push back this evil ideology If people are really concerned about hate st thing they should ban is Quran Halal is discriminatiory amp there isnt any wrong about this article
1,Never forget you are a man beater
1,New leader the same Jess Phillips Me Me me me Poor Starmer what has he taken on LOL
1,What a stupid fucking tweet They tried that with and ended up with It’s not about the sex of an individual it’s their ability to do the job
1,RT I’m like please show us examples To me amp many others this woman is a narcissist amp Harry will come running back soongive it a year amp the cracks will show if they haven’t already
1,When they run out of Hindus and Christians to kill they start on each other
1,What a lovely person Maybe he should have gone to a comprehensive and learnt about life in the real world Never mind mummy must be very proud 
1,Its gone up by eleventy seven percent apparently As compared to last year where it doubled to one carillion
1, Islamic veil symbolizes oppression of womenincompatible with the values of the Danish society New law prohibits Muslim women from wearing an Islamic veil in publicwear the veil at home or leave the country The UK needs to adopt this approach now
1,Yes they are But this does not negate the fact that females are in heightened danger in bathrooms and changing rooms You example is a bit of a strawman anyway what of the women who have suffered abuse and having a man in a place where women are especially vulnerable causes 
1,What a lovely man he has turned out to be I blame the parents Couldn’t bring up her own son to not commit crime let alone run a country
1,Why would you be done being constructive what a rediculous statement so you will shout scream and stamp your feet you see this is why nobody takes the labour party seriously anymore
1,Perhaps an unlikely episode of being linguistically inactive would do no harm at all Pretty awful
1,You’ll struggle to find a less racist country in Europe If not the world We were fine here until ethnic diversity arrived with all its racist mantras People like Shola and are at the front of racism and all its ills Include in that too
1,Aw you got butthurt over a banner sensitive little thing
1,RT Genuinely disgusted by this post Secondarily because you’ve assumed we can’t do these things ourselves but primarily because you’ve so arrogantly ascribed these tasks to immigrants Take a bow You’re an actual Nazi
1,Labour and especially two mainstays Commie Corbyn and Racist Diane Abbot are a disgrace to the human race not only to Britain 
1,Is this in disguise MadeUpNumbers
1,RT The has decided not to release its findings on largely Pakistani street grooming gangs as they say it is not in the public interest why is it not in the public interest to know why s of s of British girls were raped
1,She should be fired it’s sickening
1,The full circumstances of the tragic murder of AyaHachem is not yet known but the historical violent divide between Shias amp Sunnis has once again shown its ugly face in the UK from the “religion of peace”
1,Latest Graun toon for the morning shift featuring once described to me by a senior Indian politician as “mad and thick”
1,Also your responses have been entirely incoherent you presumably think the EU has completely overreached for its rule setting but here are castigating them for not dipping into the member states competencies and not overreaching enough
1,RT Suspend MPs if they face an investigation Someone remind this dickhead that we recently had a Labour MP sitting in the House of Commons voting on OUR laws while she was a convicted criminal and wearing a tag
1,I know shes a very nasty and not very bright person but there is no need to fat shame her like this
1,what a piece of work you are  Nearly as much bite in your comment than that policemanbiting son of yours eh
1,RT WE DO NOT WANT THESE MUSLIMS IN OUR COUNTRY  Send them back
1,Fuck off no one is interested
1,Keirthis may be difficult for you with forensic focus on Islamist votes but I hope all are supportive of this campaign against Islamist terrorism and murders of Hindus Hindu lives Matter
1,RT Thats no excuse We dont hush up other crime statistics for that reason Unless this problem is brought into the light and the Pakistani Muslim community takes ownership of it other girls lives will be shattered by their vile activity
1,who the fuck cares Lol it’s a passport it’s as much a part of the so called ‘british identity’ as the colour of someone’s wallet Grow up Priti do some real work
1,If West Indian mothers are better prepared to go to the wall for their children Either Is full of crap or God help us with the children of other identity groups
1,If really thinks the niqab is so liberating why does she not choose to wear one herself Is it because to communicate fully we need to see each others facial expressions Its a garment of oppression and division she must see that
1,Have any of you give a thought about the white girls raped and murdered by Islam hatred for the the nationals of of the victims
1,Did you know that Muslims follow Islam and it’s institutions and texts are misogynistic and homophobic  by your logic you couldn’t call a member of the KKK racist If you support a group with institutional prejudices you yourself are guilty by association of those prejudices
1,RT Instead of screaming like a hysterical schoolgirl propose a workable solution then
1,You are a disgrace and need to go
1,KeirLisa with your silence on human rights abuses in jihadiland Pakistan puts you in the same group as the fascist left like Moseley CorbynMcCluskey Hitler and Mussolini
1,holding a passport that is being manufactured in France noclue littlebritain rememberwhereyoucamefrom
1,When have you ever been nice
1,Omg how brainwashed  Open your eyes and get educated Take the blinkers off and see what the rest of the world is seeing of our lack of action or plan Or care for the citizens that without there will not be a damn economy Sending the key workers to their death amp bs their way
1,OK so what are you going to do to help Other than bump your gums Anything constructive and helpful to offer or do
1,not really your style to be nice and constructive anyway
1,Halal is the worst and most inhuman form of cruelty edible creatures have seen from humans Witnessed personally within slaughterhouses when I was in the food prep industry and thats why I switched your submission over what you cant control seemed odd
1,This woman is mad how people forget she was chuck out by the last government under Teresa May And now we are listening to her
1,I must have missed you being nice and constructive
1,When did the penny drop about you being a man beater
1,Jess is just screaming cos she’s not had attention for secs Ignore her
1,Yes It doesn’t matter whether Tory or liebour All sects will stand on same side of line against kafirsinfidels People must wake up from deep slumber
1,Did you know the Diane Abbot was sleeping with Jeremy
1,What a stupid fucking tweet They tried that with and ended up with It’s not about the sex of an individual it’s their ability to do the job
1,You would have been Reich up the enemies arse
1,She looks like Gary Coleman 😂
1,RT And yet the massive majority of the great british public believe as proven in the GE that regardless of how badly you think they’re doing they still chose this government over Corbyn Doesn’t that tell you something People are sick to death of lefty warriors
1,Now you know why you didn’t get a job in Kiers cabinet This virus hit us like a tsunami happened so quick some people drowned ask the government what you can do to help instead of moaning
1,What No be constructive about it produce a plan and take it to them instead of just being stroppy and making sure everyone knows your one of the good ones
1,Who the hell do you think did it before the s We were a functioning country of hard workers and still are if we can just get a job over BAME ppl
1,RT UKLabour Should be in the Shadow Cabinet Shadow Minister for fishwives 
1,Its not undocumented spices 🤦‍♂️😂
1,The beauty of a Tory  seat majority means the likes of Starmer and yourself are now irrelevant in these matters and rightly so after both Liebour and the Lib Dumbs were so convincingly hammered in the  general election Go do something useful for once 🤦‍♂️
1,Brilliant Cruel and vitriolic Sums her up And yes this country will suffer
1,RT Its going to come out one way or another grow a pair and release this report  needs to read it
1,Godi media is making people brainlesa turning them into terrorist spreading venoms false news bootlicking frqming innocent as traitor and terrorist without proofs please take care of that Love you and kudos to you
1,RT Genuinely disgusted by this post Secondarily because you’ve assumed we can’t do these things ourselves but primarily because you’ve so arrogantly ascribed these tasks to immigrants Take a bow You’re an actual Nazi
1,Why don’t you do it you snob
1,Really brainwashed and programmed are the same 🤣🤣 guess you’re thoughts are off too
1,Presumably the teachers will split those children up throughout the empty school classrooms It’s not difficult to understand but then I’m not a LibDum MP 🤷‍♀️
1,Regardless Jess Philips is a vile egocentrist
1,Captain misandrist give it a rest hen
1,You are not a parliamentarian No one has ever voted for you  You have only ever achieved anything because of quotas Based on your ability you would be at homewith your  children
1,Your daily reminder that is an utterly massive whopper
1,  Did you study math with 
1,MacGregorDavies are hell hags played a key support role for Pakistani gangsters So still no names of the non Asian gang rapists that Coxwho has unblocked me for nd time say give the lie to claims these were Asian gangs These are Pakistani gangs  Stovewood confirms
1,Why do idiots always think that just apologising is enough They should be shot Sorry it just makes me so angry 😡 😡😡😡😡😡😡😡😡😡😡
1,I think hasnt said anything constructive for the last  years
1,You think oh no has gone from the shadow cabinet no more ridiculous comments and thoughtless outbursts from senior Labour figures hold my beer 🍺 The new reason not to vote for Labour who would let someone with her aptitude anywhere near govt 🙈
1,Shut up Phillips Have you said sorry for supporting terrorist loving Corbyn for PM After your pathetic attempt to become Labour leader ended in such humiliation a period of quiet from you should follow Christ  Even Labour members hate you 🤣🤣🤣🤣🤣🤣🤣🤣🤣
1,Dividing again Layla you’d think you’d learn the lesson
1,paving the way for boris for ten years when will you lot learn you got battered because of the likes of you
1,Thank God no
1,why do you clowns never feel the need to comment on those peace loving followers of peace who hate everyone but Islamists
1,Who the hell do you think did it before the s We were a functioning country of hard workers and still are if we can just get a job over BAME ppl
1,You’ll struggle to find a less racist country in Europe If not the world We were fine here until ethnic diversity arrived with all its racist mantras People like Shola and are at the front of racism and all its ills Include in that too
1,Kitty
1,So that means will be deported Gotta be some silver lining
1,RT Slaves to to those holier than thou Muslims kept that quiet you lot  compensation freedom 
1,dont want to get sent down Then dont break the law Simple really Maybe if they didnt all live in shithole areas kept a shithole by their labour MPs to protect them as victims All would be well
1,A time will come when more Bernies will rise
1,Your embarrassing
1,Is that all you gave to worry about feckin half wit
1,Somehow I just don’t believe you contracting yourself in every statement you make
1,Ukraine Uighurs Iran Yemen  their human rights agenda starts and ends with our jihadi Palestinian leaders tfeh
1,Not sure anyone gives a fuck what you think
1,RT You wish but am sure it wont happen they have a whole religion to protect so will be kept a secret and let kids suffer like they have in the past
1,The full circumstances of the tragic murder of AyaHachem is not yet known but the historical violent divide between Shias amp Sunnis has once again shown its ugly face in the UK from the “religion of peace”
1,Wow Abbotts back after her long trek around the army bases of the UK looking for a General Election
1,How does some one who gets kicked out of government for lying and holding  secret meetings with a foreign power gets to return to government as a national hero Baffles me it does
1,Piss off
1,Good god get a grip of yourself Move on we voted leave we ARE GOING LibDems should stick to local politics as you should know the people don’t support your national policy
1,your people 
1,Anyone who voted for needs a mental health check
1,OMG Will you just crawl back under your stone
1,This Ecoterrorist needs to be banned from entering the UK
1,It is clear Shut up and stop stirring
1,Well she is a bit of an idiot so I would expect her to come out with something like that
1,Sometimes if you have nothing good to say youd be better off saying nothing
1,RT She was part of the government that ordered that the gang rapes be hushed up Yes shes as culpable as the rest She did not speak out for those kids predominantly white shes racist to the core
1,paving the way for boris for ten years when will you lot learn you got battered because of the likes of you
1,Whoever recognizes the actions of a disbeliever Lot gay🤮😷 is not Muslim and is not welcome Hell awaits you
1,they pose a real and potential threat as shown by the history of male violence and abuse to towards women – allowing men in will mean more women get abused These places need to be segregated by sex
1,She is completely useless  Time for retirement
1,Twat
1,Pipe down and concentrate on your upcoming talentless competition
1,I guess the same as any other man The point is now any man can use it as an excuse Do you really not see the danger Why do you think they are segregated in the first place Have you seen the research on what it does to girls at school and so on
1,RT Phoney figures The irony of this coming from you 🤣🤣🤣
1,He might be raving but deep down in there is something that should be seriously considered Look at London murders Look at ghettos being formed in many cities roads being blocked to traffic while some think praying is more important that others having to get some place
1,Yeah like all the mps that got sacked after the expenses scandal Stfu
1,Jess ME ME ME Philips is the very last thing Labour want right now We need  John Smiths not a bunch of wannabe celebrities
1,How is your fast going I hope you will agree that the racist beheading of this baby by a Somali Muslim was calculated and premeditated No mental illness Just a dick ideology
1,Labour and especially two mainstays Commie Corbyn and Racist Diane Abbot are a disgrace to the human race not only to Britain 
1,How are we defining ‘Black culture’ now She’s a mixed woman from a middle classed background 🤷🏽‍♀️
1,RT I lived in parts of Middle east and once you pick up the way they do it then its easy It is all spices they learnt growing up Undocumented in most cases hence the mystery I bet Priti has a few recipes she could pass onto the training college
1,Yes shes been made Shadow Minister for Gobshites 👍
1,Keir Mr Forensic this is pedophiliakidnap of Hinduminority girls in Pakistan which falls into your racist left wing fascism Are going to duck such racism like you do with anti SemitismPak gang pedophilia
1,RT Can someone anyone please tell me what qualifies to be Home Secretary of the UK Government is not supposed to be a parody of itself particularly when these matters are so important She was sacked by for good reason
1,Yet again its all about you eh Jess Me me me me me 
1,RT How did get her job She cant speak English properly amp she calls terrorists  counterterrorists which shows a frighteningly low IQ and in her job is unforgiveable The entire Cabinet are insane If only there was some kind of points system to be an MP 🤔
1,Communication was fine I understood it easy guess your just not intelligent enough to grasp it
1,Really brainwashed and programmed are the same 🤣🤣 guess you’re thoughts are off too
1,The government are obviously part of the problem Always covering up for Pakistani mu§lim rape gangs Im not impressed
1,Bang a pan babes
1,The first duty of the state is defence Successive govts have let in all manner of Islamists who openly hate Britain and wish to harm British people terrorismraping your kidsetc If the govt cant or wont defend the people and be transparent you should defend yourselves
1,Shes been dumped before for corruption wonder how long before she slips up again soon I hope
1,Was one used on your son when he was attacking Police Officers
1,RT Where are you Where are you Do only black criminals matter you disgraceful racebaiting hypocrites
1,You said that you can see into peoples souls and you think men can actually become women NGL but the stupid is too glaringly obvious Enjoy your sub polling figures
1,Its not racist kung flu came from China Get over it All sars viruses came from China from the wet markets
1,What a lovely man he has turned out to be I blame the parents Couldn’t bring up her own son to not commit crime let alone run a country
1,RT LOL it ain’t happening suck it up dear 👍👍
1,RT Lets hope uses her new passport to travel somewhere far away to see her friends in Israel perhaps and stays there
1,You are a disgrace and need to go
1,Not even remotely the same and you damn well know that One is a dark ages veil of subordination to their male ‘superiors’ and the other is necessary for public safety Oddly enough the veil of oppression is also is a known risk to public safety Funny that eh
1,Oh do fuck off dear
1,Amazingly jess philips has a contribution to make about the experience and feelings of jess philips A rare insight And sorely sought after
1,You guys are morons Unreal No more please
1,Usual left wing self serving crap
1, Islamic veil symbolizes oppression of womenincompatible with the values of the Danish society New law prohibits Muslim women from wearing an Islamic veil in publicwear the veil at home or leave the country The UK needs to adopt this approach now
1,These questions are tiresome trying to smooth over the cracks of the Uk society today In other words your superficial darling 😘
1,the chancellor she cant count past  once shes used her hands and toes
1,Thickthick thick
1,Not in the Muslims public interest is more accurate
1,Is that Only I cant see her shoes TBH Neither can she
1,The woman is backward 
1,You are very pathetic woman You wish to become more British than the British themselves Britain is not your country go back to India
1,“Leaving the European Union gave us a unique opportunity to restore our national identity and forge a new path in the world” How exactly is either ridiculously stupid or a liar
1,RT Define Islamophobia without using another made up word
1,Really brainwashed and programmed are the same 🤣🤣 guess you’re thoughts are off too
1,Yes because you have always been nice and constructive havent you Trying to score political points during these awful times makes you irrelevant and of no use to any demographic
1,Thickthick thick
1,is being so disingenuous Criticising the Government for leaving lockdown early AND saying her friends are impatient to get on with their lives and they are desperate for info and that she is sorry for them AND she does not give one iota as to WHAT SHE WOULD DO
1,RT Dozens Of Jihadists Could Be Released Within Days As Lords BLOCK Boris’s New Terror Plan So National Safety could be put at risk because of these over paid geriatric ponces 😡😡😡 HOL
1,Poor deluded she cant help herself After  years of pratting about theres no chance of any deal thats in our interest to be gained by even a short  extention 🤡🤡
1,I spent several years in the middle East they hate each other with a vengeance
1,I think hasnt said anything constructive for the last  years
1,You’re done being constructive That will help women Time to start mouthing off lessen your chances of changing things and make it all about yourself again presumably
1,Human relationships will always go wrong amp abuse of all kinds will remain with us But if we keep making more amp more women feel like victims they wont be empowered to make decisions in their best interest Mouthy MPs are wrong vehicle They love their own voices too much
1,RT You just hate Jews Pure and simple
1,Look at the filth Any comments There seems to be an underlying theme I just can’t put my finger on it
1,This woman is mad how people forget she was chuck out by the last government under Teresa May And now we are listening to her
1,Not only is this poor excuse for a vile race baiter shes even thicker than
1,My issue is with those who shout loudly about Israel but remain silent about Russian taking Crimea China’s aggression against Taiwan and Russian aiding atrocities in Syria The ‘No Jews no news’ mob StopPayToSlay
1,Deprived individual
1,RT If want to change 👈 especially Start with getting rid of these Clowns as well as the far left hate group Id also keep away from 🤡
1,Oh shut up  with your utter nonsense 
1,Considering her son has multiple charges being brought against him she most likely would to be fair shes batshit crazy
1,You are a Yorkshire girl aren’t you
1,Well it wont be you Will it Your one of the prawn sarny brigade One of the worst though A bloody hypocrite
1,How many of the  actually came to the UK as children under  years of age Probably only a few the majority came here as adults and are actually more Jamaican than these disingenuous MPs are leading us to believe
1,How are we defining ‘Black culture’ now She’s a mixed woman from a middle classed background 🤷🏽‍♀️
1,of course  but as we can see  Diane already KNOWS somehow and has reached a conclusion based as usual on a prejudice
1,Im sure this will all be a great comfort to when you tell her the fact that she receives more death threats than the rest of the MPs put together its not due to the colour of her skin
1,Do tell us infidels who did this In Ramadan
1,RT Come on Priti sort out this hapless dinosaur
1,is full of rhetoric and totally devoid of solutions
1,Bloody domestic abuser sounding off again  step away from the laptop power supply love 😎💋
1,Whoever recognizes the actions of a disbeliever Lot gay🤮😷 is not Muslim and is not welcome Hell awaits you
1,we are underwhelmed by you as an mp are you still fasting
1,Bigot
1,Was one used on your son when he was attacking Police Officers
1,you’ve no chance of Boris replying to you Why should he demean himself You’re nobody now Get over it Isn’t keeping a warm place for you anymore
1,Allowing men into womens spaces is dangerous for women and goes against their right to their own space Sorry Im tired and cant be arsed with this right now maybe Ill pick this up another time
1,RT Truth hurts then Diane  Pathetic really 
1,Is the is case of Islamofobia or a case of pig headed Muslims believing Shariah above UK Law Prosecute Deport
1,RT Dozens Of Jihadists Could Be Released Within Days As Lords BLOCK Boris’s New Terror Plan So National Safety could be put at risk because of these over paid geriatric ponces 😡😡😡 HOL
1,RT When the media say there were only hundreds there and not thousands Obviously had doing the head count 😂😂😂🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️ Brexit
1,Go on then get mean and deconstructive about it
1,They could try having sex with miners but theyd most prob get their earholes punched 😂🤣😅
1,RT Patel might have got the full  points for the necessary levels of viciousness but  even in a Tory party not overburdened with talent  Patel stands out as a standard bearer for the stupid and underhand Crace on the button
1,It’s muslims or their appeasers  It’s an instant block
1,MAGA RT Religion of …
1,I think this and you especially are a joke  You come from an imagination background your parents would not be allowed here under this system meaning you would not be in this role Such a shame on this gov and you  Your a puppet for no more 
1,Gobshitey attention seeker ignored by her own party
1,RT The easy answer is don’t be a criminal But that would be hard to enforce when your own Son is one wouldn’t it 
1,Can you hear the sound of thunder in Ramadan When this report finally becomes public I am sure you will both claim Islamophobia These child groomers and racists will face the full force of our non Sharia law system
1,Regardless Jess Philips is a vile egocentrist
1,Yes I agree she is racist thanks for the support
1,RT The truth is this behaviour is endemic with our Muslim cousin’s and we have allowed it to quietly establish itself within our society
1,Good move by Boris not much of the money you donate actually goes to the good cause It lines other people’s pockets that work’s within the charity
1,You said that you can see into peoples souls and you think men can actually become women NGL but the stupid is too glaringly obvious Enjoy your sub polling figures
1,RT Its getting hard to choose whos the worst narcissist mOrgan or
1,Half If did the counting 🤣
1,What a lovely man he has turned out to be I blame the parents Couldn’t bring up her own son to not commit crime let alone run a country
1,What a lovely man he has turned out to be I blame the parents Couldn’t bring up her own son to not commit crime let alone run a country
1,Do something useful for once and raise the issue of illegals entering the country via the channel during the pandemic
1,RT Give it up luv Brexit was not only voted by majority but also endorsed by electorate in last GE The public rightly deserve better than you as a failed party amp mp
1,Ooh don’t rile the Abbott innit bruv  you’ll get her and Lammy accusing you of racism The fact the perp is ‘coloured’ is in this case purely coincidentalinnit bruv
1,Fucking brilliant Needs to replace in front opposition benches so we can have a really good laugh
1,The sooner this Labour mob dies forever the better You dont deserve to be in Politics
1,How many assaulted by her son
1,RT Its got to the point where all in front of you has some tenuous connection to RACISM Your judgement is so clouded that any attempt at reality falls short of the mark You madam are a RACIST of the worst kind Using your platform as an mp to further your twisted ideas 
1,RT This laugh is Satanic No doubt It shows how they enjoy letting people die
1,Well done You look beautiful
1,I agree whats going to be done about all of these nagging wives
1,There are real MPs like who go into politics to serve their constituents amp there are Blairites who go into politics to simple serve their own greedy selfish interests like
1,hope your communities will kneel for forgiveness and you accept collective guilt now  far right terrorists you call good people defending British culture of unarmed police  racism is born by example
1,RT When the media say there were only hundreds there and not thousands Obviously had doing the head count 😂😂😂🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️ Brexit
1,Not at all She as much of a racist enabling prk as and
1,I think they mean not in the Pakistani interest 🤔
1,Why exactly do you feel the need to draw attention to the fact youre a muslim I dont remember other ministers coming in and saying there are Christian or Catholic etc
1,It tells u how Islamism is deep rooted We need strong religious institutions to push back this evil ideology If people are really concerned about hate st thing they should ban is Quran Halal is discriminatiory amp there isnt any wrong about this article
1,Sorry to break this to you Dawn but so is your colleague amp Mathematic genius
1, Islamic veil symbolizes oppression of womenincompatible with the values of the Danish society New law prohibits Muslim women from wearing an Islamic veil in publicwear the veil at home or leave the country The UK needs to adopt this approach now
1,Ask members of her constituency association or Essex councillors and they will confirm that Patel is a bully and just a little bit dim She’s achieved well beyond her abilities What an inspiration to many
1,It’s nice to see that the New Zealand prime minister is not only easy on the eyes 👁👁 but she has got a great sense of humour 😂👏
1,They’re ghettoising our country and eradicating our culture in between bombing amp raping What’s to celebrate about that
1,A peace lover from the religion of peace did this Any comment
1,RT Multicultural areas being hit the hardest is as sad as anywhere else perhaps you should look at the Wuhan flights history BAME people coming from Wuhan would head to multicultural hotspots amp infect other BAME people no BAME
1,Youre paddling in the shallow end of the gene poolhavent learnt a thing from the Labour thrashing 🙄
1,When you say opposition I’m under the impression Patel would send any terrorist to prison for  years In the meantime Abbott is anti police and probably would have been a security risk had she made it into office You need intellectual bandwidth to be Home Sec amp Abbott lacks it
1,RT When the media say there were only hundreds there and not thousands Obviously had doing the head count 😂😂😂🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️ Brexit
1,People that bully have real issues going on in themselves that have not been resolved  shame self loathing lack of love and affection and they’re drawn to attacking people that they feel have something good they need to consume to make themselves feel better
1,That is clearly a fake correspondence by a left wing mentalist
1,RT You are a truly heartless creature Patel
1,You dont seem to know the young man was hospitalized for severe mental illness Or maybe you are just deeply unpleasant
1,Communication was fine I understood it easy guess your just not intelligent enough to grasp it
1,RT She was part of the government that ordered that the gang rapes be hushed up Yes shes as culpable as the rest She did not speak out for those kids predominantly white shes racist to the core
1,Repeat after me I AM NOT THE PUBLIC I DO NOT REPRESENT THE VIEWS OF THE PUBLIC MY PARTY GOT DESTROYED IN THE LAST ELECTION THE EU IS USELESS I WILL NOT GET ARRESTED AGAIN FOR ABUSING MY LOVER FBPE Cult HiveMind
1,Any chance we can persuade you to get sterilised🙏
1,Banned for shaggin a few brass 🤨 pull your neck in ffs
1,RT When the media say there were only hundreds there and not thousands Obviously had doing the head count 😂😂😂🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️ Brexit
1,RT Is that lying Whod a thunk it
1,RT Suspend MPs if they face an investigation Someone remind this dickhead that we recently had a Labour MP sitting in the House of Commons voting on OUR laws while she was a convicted criminal and wearing a tag
1,is amoral despicable and evil
1,The house of lords are full of Zionists who graduated from the freemasons to get easy access to the house of lords
1,Release the report on Moslem Child Grooming What are you covering up We trusted you and that’s why you were elected Don’t betray us and small children Release the report now Please retweet this every day until they do
1,History lessons are fun you should try them thank you for your ignorance 🙂
1,holding a passport that is being manufactured in France noclue littlebritain rememberwhereyoucamefrom
1,The house of lords are full of Zionists who graduated from the freemasons to get easy access to the house of lords
1,Drug offences stabbings and street robbery are carried out by predominantly BAME people Thats a fact
1,RT Great example to set to youngsters So sending your son to a private school a privilege you wish to deprive white children of because black mums love their kids more 🙄  it didn’t do your son much good did it
1,Do you know what the st two Reichs were about Do you know any history at all
1,Perhaps youll be commenting on the large number of Christians killed by Muslim jihadist in Nigeria since the beginning of  or would that be Islamophobic 
1,Wingeing pom
1,Proven liars shouldn’t be allowed near the justice system How on earth are we supposed to trust anything you say
1,MAGA RT Religion of …
1,Ooh don’t rile the Abbott innit bruv  you’ll get her and Lammy accusing you of racism The fact the perp is ‘coloured’ is in this case purely coincidentalinnit bruv
1,Repeat after me I AM NOT THE PUBLIC I DO NOT REPRESENT THE VIEWS OF THE PUBLIC MY PARTY GOT DESTROYED IN THE LAST ELECTION THE EU IS USELESS I WILL NOT GET ARRESTED AGAIN FOR ABUSING MY LOVER FBPE Cult HiveMind
1,Why Was abacus Abbott your maths teacher
1,The British folk did these jobs before the s and we were pretty fine back then To say they womt do them is stupid We are not given the chance The rules say employ BAME first
1,Somehow I just don’t believe you contracting yourself in every statement you make
1,Pandering to all the racists who voted for you
1,Sounds like you met Dianne Abbott’s son Her evil son was arrested in December His catalogue of disgrace included biting and spitting at NHS nurses exposing himself to NHS staff and physically attacking both male and female police officers
1,Coz they are muslim
1,Back in your box
1,Whats she coming as male female or a teapot 😂😂
1,Jess Phillips who are you trying to kid you are NEVER Nice and constructive 
1,Oh shut up  with your utter nonsense 
1,RT skewers 👏👏👏👏 Were so Priti oh so Priti were vaaaaacant And we dont care
1,RT Lets hope uses her new passport to travel somewhere far away to see her friends in Israel perhaps and stays there
1,RT Britain internationally recognised as country who enabled Muslim child sex gangs to operate unchallenged
1,Lets be honest amp Im a supporter of you if the report isnt released then we all know what the report says If its not released then we know the epidemic was rife police knew amp hid it amp politicians were complicit in covering it up amp they were Muslim rape gangs
1,RT Is that lying Whod a thunk it
1,Is it possible nonwhite people are causing a disproportionate amount of the trouble Nah couldn’t be that  😂🤦‍♂️
1,Good girl priti you have the british people behind you go for it
1,The government are obviously part of the problem Always covering up for Pakistani mu§lim rape gangs Im not impressed
1,Is this more Islamophobia or is this REAL Islam Please tell us Infidels
1,RT Its going to come out one way or another grow a pair and release this report  needs to read it
1,The beauty of a Tory  seat majority means the likes of Starmer and yourself are now irrelevant in these matters and rightly so after both Liebour and the Lib Dumbs were so convincingly hammered in the  general election Go do something useful for once 🤦‍♂️
1,RT Nobody has said a word about her stupidity Even stupid people can get a job and hold it down you even We are talking about her being a foreign agent working against the interests of this country Geddit
1,We didnt find Ugandas in KNEEL position She loves English Slave Owners BlackLivesMattters
1,How is your fast going I hope you will agree that the racist beheading of this baby by a Somali Muslim was calculated and premeditated No mental illness Just a dick ideology
1,not really your style to be nice and constructive anyway
1,please comment on this Poor baby decapitated by a Muslim Please don’t tell me it’s mental health Cold and calculated
1,has a serious problem She’s inadequate and Matthew Parris correctly observed and like allpeople suffering this takes it out on those who allow her to get away with it Thankfully WE will stand firm against this horror of a woman
1,Why exactly do you feel the need to draw attention to the fact youre a muslim I dont remember other ministers coming in and saying there are Christian or Catholic etc
1,RT The truth is this behaviour is endemic with our Muslim cousin’s and we have allowed it to quietly establish itself within our society
1,RT Please if there is a God he will give us just for the banter thickasshit
1,Yes I agree she is racist thanks for the support
1,Yes you are that stupid or is it moron Your nd vote party was roundly rejected Go an pansexual with some innocent animal amp spare us your bollocks
1,Layla if you were a tasty snack
1,It doesnt deny credibility to anyone It says only listening to minority groups is not the way to engage with the whole community Which it bloody obviously isnt
1,When are you ever nice
1,Why do idiots always think that just apologising is enough They should be shot Sorry it just makes me so angry 😡 😡😡😡😡😡😡😡😡😡😡
1,Inadequaci makes Priti a bulli according to the Times Are your immigrant parents proud of you
1,You dont seem to know the young man was hospitalized for severe mental illness Or maybe you are just deeply unpleasant
1,Starving yourself during the day and then stuffing your faces like wild animals at night This primitive behaviour really needs to come to an end
1,You support this shit Blood is on your hands
1,RT If want to change 👈 especially Start with getting rid of these Clowns as well as the far left hate group Id also keep away from 🤡
1,Well she is a bit of an idiot so I would expect her to come out with something like that
1,Shes been dumped before for corruption wonder how long before she slips up again soon I hope
1,Ban the moron for life
1,RT Where are you Where are you Do only black criminals matter you disgraceful racebaiting hypocrites
1,Do shut up Believe me you are really doing your self no good here We see through this childish nitpicking
1,RT Coz they are muslim
1,I dont recall it being obsessed with colour before and after Like remain voters who like on this thread are the ones mentioning colour cue on this thread
1,RT Step back a bit The fact law breaking liar is our Home Secretary should be of grave concern to everyone An utter disgrace she should not be anywhere near government let alone occupy one of the top  ministerial posts
1,Narcissistic Attention Seeking Syndrome
1,And you want to lead your party Clueless
1,She is completely useless  Time for retirement
1,He can count which is more than you can do
1,Allowing men into womens spaces is dangerous for women and goes against their right to their own space Sorry Im tired and cant be arsed with this right now maybe Ill pick this up another time
1,RT Truth hurts then Diane  Pathetic really 
1,RT The easy answer is don’t be a criminal But that would be hard to enforce when your own Son is one wouldn’t it 
1,Ooohhhhhh Bet they are quaking in their boots Anyone would think you were not even good enough to get a place in the shadow cabinet imagine being nd best to Lammy Miliband and Rayner
1,Yes It doesn’t matter whether Tory or liebour All sects will stand on same side of line against kafirsinfidels People must wake up from deep slumber
1,As for Priti she was at Rupert Murdochs wedding along with Bill Wyman who had sex with a yr old Birds of a feather GenieEnergy Israel BroadmoorHospital Cocaine
1,Oh shut up
1,I genuinely think that isnt well and we should back offthe damage has been done
1,you’ve no chance of Boris replying to you Why should he demean himself You’re nobody now Get over it Isn’t keeping a warm place for you anymore
1,RT Please if there is a God he will give us just for the banter thickasshit
